"I1002" "I1003" "I1004" "I1005" "I1013" "I1015" "I1018" "I1020" "I1022" "I1024"
"14" 0.0388656596642402 0.538194645106677 0.328514596514042 0.405135385525493 0.134567053137464 0.189517300950163 0.49960453139333 0.744181230614398 0.0735326464752667 0.544168535013418
"15" 0.0406167479080333 0.531453639142041 0.352032319020624 0.444995333573022 0.178923621850302 0.218809580758309 0.537206418694142 0.773500458958325 0.0687004495220187 0.541675933721587
"16" 0.051468891335392 0.568785676129976 0.377967767704324 0.638911430925631 0.157847013787001 0.252995026854335 0.564775684112201 0.936396595788314 0.0786226282547861 0.553833006025129
"17" 0.0616747107868423 0.567762054900879 0.453543868639373 0.598120704838525 0.196831356211975 0.301103954037604 0.57524338566298 1.03839124397648 0.134736367558664 0.546992833633761
"18" 0.0717693598348387 0.553790608577716 0.441054888080134 0.724170745415009 0.217139666153803 0.383284676200531 0.633317665912509 1.63460257943647 0.124578073774362 0.455042107613944
"19" 0.104883238620615 0.654308981006946 0.42712855322376 0.726276405148927 0.216465047652485 0.439065128179841 0.699576415032342 1.19992743214151 0.568302253307833 0.435352762177658
"20" 0.132928921735267 0.500994931817302 0.491818221634551 0.791282802612677 0.246967020285208 0.403420703778059 0.755841515865838 1.01372006519755 0.861288512321233 0.578725809281384
"21" 0.145229691754473 0.513781252601838 0.460631722532946 0.632438656048514 0.262084900163489 0.420777796878966 0.789094078869503 0.622926415785405 0.56539850499725 0.595865026990026
"22" 0.156605536590756 0.491563199109449 0.558782386182546 0.760807275965957 0.263531880758973 0.490274660524778 0.818402881740271 0.469708775589133 0.383998890886378 0.600159239448365
"23" 0.192169242896465 0.478755105947704 0.504923098724237 0.739097020286488 0.265266379588156 0.481334283814114 0.879722688320315 0.412190933966215 0.161513530398246 0.624856564767436
"24" 0.164071147577128 0.570274196438433 0.536356693414953 0.798290079282098 0.310160007806923 0.613064578778764 0.967124946947226 0.445173871330027 0.0886694075188386 0.519458160903405
"25" 0.15412856462091 0.634951131083989 0.703222218933741 0.795698920905142 0.273502433767382 0.564064799513036 0.994214659675737 0.500506117986547 0.0683707677993493 0.590885375461578
"26" 0.19308698668089 0.553651324594413 0.807180668018035 0.866630938500466 0.241125829378476 0.513821318121125 1.0750530283248 0.519596180431883 0.0685571439135208 1.14378121638412
"27" 0.169760128157775 0.623335741631358 0.807774014790218 0.865513970914766 0.222451274288007 0.472636107695505 1.04133736622213 0.546350184990774 0.0386172256404368 0.735094528355798
"28" 0.164923410228713 0.782216334473816 0.937003695566431 0.906035596250958 0.162004426677754 0.439233367818964 0.963531704995592 0.614298173093578 0.0562255923204155 0.81017882360993
"29" 0.144406111247119 0.68483633843856 0.784902443577438 0.912134484156939 0.141509580415712 0.471279252792259 1.002669593889 0.688781036527506 0.0663001723069866 0.645362226674787
"30" 0.153821046235112 0.724527558338557 0.75744232213326 0.795047813704488 0.114745161675056 0.45933034861974 1.00644271569152 0.789388813137781 0.0567747395877347 0.746724198243169
"31" 0.139206421315331 0.642937363603399 0.965910114714061 0.563878214061479 0.118419335256451 0.453839705942889 1.00608173816754 0.936545498858737 0.271907707676557 0.650074113324643
"32" 0.120159177193783 0.636408541333459 0.864748108327117 0.528203940760558 0.13305085398708 0.523835608628288 0.98437411705455 0.955102120530307 0.279575231890651 0.349370905526655
"33" 0.147302495270703 0.609830670777732 0.943933382559543 0.538210184765417 0.138918898489732 0.627596516029882 1.07714271244193 0.943283133842389 0.455693349276019 0.342690830922421
"34" 0.15835930771025 0.89267226011051 1.30165664012646 0.58523581879243 0.17882136817305 0.640464210721703 1.22516627413469 1.03674287727805 0.643125546834771 0.42207635642763
"35" 0.175950307041497 1.25109685456812 1.31967961548111 0.677865691583729 0.215400766822193 0.670773396714279 1.33621727512926 1.85251469109371 0.815973372502528 0.462472974031252
"36" 0.165446242495805 1.35952035286347 1.47968741215933 0.929252791623573 0.362985951892279 0.713591551390752 1.50089804557832 2.2022532327632 2.3920344205727 0.552401182260252
"37" 0.199312284710158 0.915590453878235 1.55271444879536 1.07923893552132 0.433380873548167 0.76329697906224 1.51215573279975 2.23759360489108 1.3308640926294 0.595556796047752
"38" 0.208851170917988 1.57113175788045 2.00479961907425 1.09257222581413 0.418828492228718 0.888109658648074 1.62323935462763 2.17282483329757 1.28583863479779 0.656731261713102
"39" 0.243672190385199 1.55572656657038 2.39863219679691 1.39792533996725 0.740855360545206 0.833059514030255 1.62355581691064 1.79290402313294 1.02850683737755 1.55847216947884
"40" 0.23838553733783 1.67817526335009 2.3455044016676 1.30435229933084 0.750176117055874 0.840783292262229 1.58608999143734 2.14581413801588 0.94472647438713 1.58343924752542
"41" 0.24361273520438 1.47292848389874 1.95339288907756 1.08600840971426 0.552083315865457 0.880270947855883 1.45221738518963 1.61861855368702 0.653733160914575 1.24573859595861
"42" 0.246891914790475 0.989525905527513 1.72156683365501 0.95412967791041 0.624472617528855 0.812116231478496 1.20251354430991 1.73046019350124 0.535135216908438 1.14936097597378
"43" 0.243059780535405 0.924232448863703 1.55955131037862 0.803363967247386 0.442497937894645 0.705486558706564 1.13628676321702 1.32656177015584 0.588977027393189 1.10494784278442
"44" 0.22679633081377 0.800090828880161 1.42785796050407 0.676611860086241 0.373371939624722 0.682736149918928 1.07814592825279 1.39464756727724 0.655505768256958 0.847337331709685
"45" 0.210167240443673 0.821840657612764 1.40907805310695 0.710625513910378 0.383246421072131 0.638571686110558 1.05449815561234 1.01888445496027 0.73514795327211 0.879307505281268
"46" 0.205189755266993 0.782141114061492 1.39230572168549 0.611919731539355 0.31986954582485 0.555004395742942 1.0291890319731 1.38191693437973 0.519363211898883 0.672541830761057
"47" 0.2016421407422 0.7797100698398 1.38834956135669 0.57571314854978 0.33702564499717 0.508065940039041 1.01379670754073 1.22405296730513 0.48782884838573 0.582740877519555
"48" 0.204063564691098 0.755655193444584 1.38417899470474 0.638188773194475 0.24797235704444 0.446955440551489 1.12296063069666 1.18612528562718 0.330454254223799 0.28511795901021
"49" 0.086337304184689 0.641017346327399 1.40481550178555 0.50654935354029 0.176442945188705 0.330389699112692 0.724264818339281 0.652508792132594 0.0985415219763911 0.205291421033515
"50" 0.0658132120007545 0.647735949813564 1.24595866806978 0.479583611987262 0.171119164030989 0.294624566068601 0.659582344142081 0.411200233339658 0.10269069572686 0.22726072042372
"51" 0.0484947660997542 0.663290326085844 1.16239881004247 0.392008185761797 0.171453544554806 0.26147352506373 0.590404856605256 0.333740922446902 0.0780025745301521 0.217386598980028
"52" 0.0471456597334378 0.654926545925235 0.939856565913538 0.435297382625576 0.151512166417695 0.229617533694014 0.490915235108765 0.271076516707362 0.0808281534740735 0.200333901412574
"53" 0.0359231924995254 0.573337137391509 0.807831081174332 0.368107935452038 0.159854721800833 0.18401297781026 0.473651824158006 0.230430653618451 0.0385068126389625 0.19161841916377
"54" 0.0377670859624816 0.587473197415007 0.662558623458487 0.311043104886421 0.142265433605945 0.161197286051053 0.401151913248043 0.20985418798311 0.0498971852354135 0.279796700851725
"55" 0.0316563304324366 0.577745281873762 0.570070086388596 0.28295919711164 0.167652842283827 0.145211183177668 0.418808350356694 0.194282731075767 0.0356718571682464 0.263516665376035
"56" 0.0343765000075078 0.551220175872918 0.473099782190631 0.24229563200716 0.14357450979654 0.134747109049132 0.397842257912231 0.182669622669366 0.0408917195359877 0.275578341178996
"57" 0.0308878265942492 0.509462900496414 0.423732313473694 0.254981954310492 0.157377775297903 0.124785894661785 0.378620058640022 0.171123733980088 0.0316782020496729 0.269952761106175
"58" 0.0365818330355951 0.521040699475812 0.375979386590535 0.223804065497949 0.167876041950454 0.136261501017396 0.419822944679327 0.189573713318016 0.0268069211619388 0.325888046158503
"59" 0.0397464220259448 0.558595112847909 0.349208249993453 0.271270766106364 0.167258792501193 0.147575389256248 0.427101824930296 0.235606680133498 0.0374566828046383 0.307736552972344
"60" 0.0455029725906476 0.543357037278428 0.373580260159695 0.292678640395542 0.164488025120701 0.159092484651842 0.485595467124393 0.311687439425349 0.0247853171020499 0.337295526805628
"61" 0.0545130122350132 0.560209636466525 0.395046613747873 0.418855214639614 0.178848409725129 0.158243937374399 0.477182579511066 0.425396361892946 0.0288362871464383 0.396844691266714
"62" 0.0554761219757344 0.620026984911034 0.422984843783814 0.542434975087336 0.240740112466556 0.18652236025627 0.532048254584242 0.568415263648896 0.031760274655225 0.466613933936273
"63" 0.0719721063855522 0.613712934673887 0.460256987186022 0.584885137560415 0.289035886111947 0.235152426059562 0.557971053565325 0.733696515635816 0.0298624993451954 0.533882995991124
"64" 0.0712726530809859 0.704947876811087 0.513801063721339 0.803700937455323 0.380421793868647 0.290788689282444 0.57188067185538 0.964681603766173 0.0519098176699678 0.512670267802494
"65" 0.105944365086632 0.584340378504572 0.521374608684958 0.749293136308481 0.372870471147778 0.288889844024472 0.602524645992217 1.05277706375086 0.0451687986288369 0.465505247583521
"66" 0.120291626957884 0.570533592914097 0.530603289672001 0.843027340911633 0.375717565781107 0.336596244599448 0.661203711935285 1.37998462510425 0.0658333757530458 0.37715516822483
"67" 0.139576189810305 0.62190546452835 0.53859293776101 0.75340732753361 0.436139531379224 0.372423893104625 0.687376960560364 1.02520593881868 0.20788431168917 0.589362948063468
"68" 0.154601026858961 0.607308919003983 0.552898632171513 1.04494824953743 0.398326018861687 0.435972604212937 0.732634203309465 0.903748250323022 0.342111011396253 0.57627086634835
"69" 0.124545068508332 0.524596621283296 0.560965452703304 0.876737030207851 0.402673702112593 0.467903619937573 0.772488539338077 0.883945639559706 0.271877735423766 0.474968873959152
"70" 0.183267824072225 0.504754740845974 0.696255461305813 0.896089360127966 0.3670128319808 0.447161484141814 0.889154633900584 0.793614197332834 0.22280629668434 0.633296561513297
"71" 0.19572074707536 0.552226568107014 0.998705877484918 1.05032586654477 0.388850638011822 0.528248981582847 0.963905710966239 0.830564278215729 0.166734458337614 0.533453624846271
"72" 0.191189630192212 0.604161283836548 0.786253389169164 0.934591021448293 0.438493257757987 0.531027123414235 0.93249110957873 0.68952850431331 0.137790975896029 0.752252684849286
"73" 0.168843098213373 0.606392225121382 0.871127612522142 0.994790845506193 0.315416861038916 0.554722887867667 1.26893952849702 0.625695414699147 0.107785697747998 0.764650046914706
"74" 0.1690616175851 0.571264812175907 0.962392173389807 0.956414221628168 0.317025757103026 0.582683949758696 1.30412054037624 0.589603137183941 0.0901894326388979 0.812214082045851
"75" 0.155821031311836 0.505258548527264 0.989531002441585 1.07576117218036 0.282011675628085 0.597014271034307 1.28621743399886 0.939278052049692 0.093851368110673 0.916884323257664
"76" 0.159154114436938 0.57976405560622 0.955838138271342 1.32723306953757 0.23573704818951 0.586808293850556 1.24548731286398 1.11460938068758 0.054523356862765 0.981728301664794
"77" 0.144939237826779 0.45908472525375 1.08391996324136 1.25396527256831 0.199568734582592 0.587243715807011 1.34398673762065 1.2375915318017 0.0625634746878877 0.766070669305537
"78" 0.149117197328059 0.505993812032715 1.09439777876355 0.733064325360274 0.19848299113876 0.215677445838788 1.28269790877898 1.1407834715685 0.112543382625101 0.841718118176201
"79" 0.137115488503784 0.740491159570056 1.12560457250716 0.793644118175193 0.189612158753263 0.625032360438727 1.23800780296514 2.15451162124783 0.125334789804339 0.557955428814203
"80" 0.142747452438842 0.836656953564096 1.26814256325787 0.761198279930313 0.194457616786682 0.637613651171591 1.32890079744514 1.69115100216539 0.189740655081554 0.56544747794693
"81" 0.147502275221249 0.712636116550758 1.21956124391078 0.753820605649466 0.22434467891947 0.634828220626385 1.16720376183826 1.61732193713506 0.299200972105878 0.492650830439981
"82" 0.15668647114916 0.881097686034168 1.39618662039175 0.842885069443269 0.257435766658024 0.652058971627706 1.19955885019057 1.66579187194321 0.408671193686271 0.451163495924712
"83" 0.17367517739779 0.96929002120361 1.56041377822423 0.843134955786283 0.328067561726873 0.626966968224976 1.30918744410033 2.02722312272991 0.523100465108119 0.851553777278633
"84" 0.183723271485643 1.1184463432991 2.07958401112756 0.974319029561705 0.477345872055322 0.756547697744974 1.39076652951047 2.21595542393694 0.684211469121827 0.71442485706867
"85" 0.210191400220001 1.15276636085462 2.16996323599379 1.05319516922498 0.541857000181921 0.806228063673481 1.50878574257139 1.9861763880539 0.743497528443642 1.33639574929397
"86" 0.22149295652271 1.2987710138385 2.79454142221134 1.18708732490154 0.541025952058139 0.837237605820954 1.85515242360537 2.06382163721027 0.442591460434739 1.32465613058969
"87" 0.235898283374271 1.14187460905408 2.22500799008556 1.26013841383469 0.466760222347948 0.912944693717136 1.60819261959632 2.2459700946641 0.497907581785625 1.80730717833404
"88" 0.20964816127921 1.23166711276537 2.66890677460305 1.48169551490604 0.757052090170229 0.924307424889321 1.60523677817918 1.91285462786516 0.389137001725011 1.39643492186263
"89" 0.233765886102984 1.2477672871236 2.76728288216842 1.03064641466902 0.672915847039425 0.862747216128296 1.59871045258531 1.82174507881913 0.315322358498897 1.65235590188795
"90" 0.237784649447002 1.13988004439863 2.43153676995747 1.07949081617693 0.574049376597826 0.800015034615102 1.49282898455178 2.0757351765429 0.281251240716146 1.16611408198165
"91" 0.239364153760424 0.93612972121484 2.41787216959724 0.952792755826059 0.537791011421394 0.724458886613376 1.38597252682837 1.81263026584678 0.314854983766823 1.04431595074662
"92" 0.231427531065875 0.903018836552028 2.04475590035232 0.726863574443813 0.498315476518178 0.735543311207051 1.313410414921 1.69256114461433 0.238602157680807 0.913443345709267
"93" 0.206654335041372 0.863026921597436 2.03629947431898 0.868021548209889 0.520219379721083 0.648623278034951 1.24622207853256 1.55262237368151 0.303098287802496 0.821324624105303
"94" 0.229008605989518 0.782519754578812 1.83957559724712 0.70257402174162 0.396384045729357 0.58642751994045 1.27342664663234 1.63058025324333 0.466378692474393 0.587817170210379
"95" 0.203692967346061 0.70507357824771 1.79556918444955 0.698026551129108 0.377947561332798 0.542299483461316 1.23870206753055 1.44705145876512 0.297898170932744 0.3635378561959
"96" 0.219362555148018 0.744186437918432 1.7878641681708 0.680086509784807 0.369108721549085 0.464396591658786 1.26423308799768 1.63787920984205 0.210623422637986 0.270625391485264
"97" 0.148818220234419 0.659167713613717 1.11070593695371 0.520752830489782 0.191385532422607 0.38999740097374 0.770379983062295 0.361648914607683 0.175404495928309 0.125911486041729
"98" 0.132169999342987 0.620292571178155 0.939113010904029 0.397006177532714 0.145594212547244 0.271033869165311 0.694072924725452 0.330726139025997 0.16067987442695 0.125372063520755
"99" 0.0786603874301424 0.622500276889851 0.859098706499713 0.362608698959543 0.142271639549226 0.231294130420979 0.579963143370783 0.30673206417985 0.19656742713689 0.124293706384519
"100" 0.0698979469670891 0.64048479689388 0.703187232548303 0.35066200359631 0.127843588725057 0.189432022378794 0.567022985916666 0.286345283945876 0.139693416664718 0.131529279203348
"101" 0.053727851495237 0.582647708708557 0.598212329830951 0.28868855498107 0.110108644764823 0.16006406555244 0.508612947658863 0.240389800540244 0.11621600775715 0.162846800670983
"102" 0.0526117954229913 0.535921475605265 0.509148410809172 0.323156649169359 0.109168303745066 0.163250307608953 0.471458016235956 0.195230585875282 0.0937834475252 0.187168684547032
"103" 0.0481354796425287 0.543739674873727 0.43223379672272 0.220859514734721 0.104309997526075 0.145220016923478 0.447258905762915 0.176016556174318 0.0916327775188081 0.171279184056595
"104" 0.041006508058146 0.496088985680751 0.356743554094145 0.21340769129851 0.112156751100017 0.125359384081657 0.432388643508325 0.166435319513548 0.0905110722138524 0.151632638605007
"105" 0.0366415366648376 0.438490039737153 0.312920912488946 0.205017911143711 0.10550039283697 0.117837065368123 0.437754284256146 0.169164739647799 0.0709740081694351 0.163766122148565
"106" 0.0415070822819946 0.452890432051417 0.29053923814753 0.195299844537334 0.102838665787246 0.151175427753942 0.440649612068737 0.206472472932666 0.0852230282106901 0.200210295590198
"107" 0.0406397074825983 0.507679759048392 0.288009942844517 0.250009959365994 0.11384513862359 0.142900786988883 0.448131234348632 0.257101866457998 0.057383304678429 0.219401588655839
"108" 0.0520122210898891 0.489949040848846 0.289963700864235 0.249825971002968 0.122380773942796 0.140363555920989 0.484075993329687 0.325275713192041 0.0601038830141746 0.292014455583229
"109" 0.0516029366978591 0.493660321711561 0.305530731314343 0.392202009553883 0.136946608987318 0.156948069839157 0.486268392653552 0.448020416609658 0.0740909011685524 0.339781322649315
"110" 0.0680768028429826 0.579743748474719 0.326778359964879 0.454578821173788 0.185087103765829 0.197425794689562 0.538086217214163 0.607003996497937 0.0553689589624969 0.574050771460424
"111" 0.0714003576447284 0.588505607344028 0.402806846258243 0.565190038356658 0.203474728279716 0.209513741473567 0.582839454466214 0.783699268187147 0.0655808149302057 0.536204344507837
"112" 0.10155842551753 0.785885095529306 0.384609024408949 0.673950830257626 0.194792642373596 0.260277966819785 0.62290747374523 1.18620698175189 0.109635583172041 0.561469513051922
"113" 0.126380370719303 0.623244652422543 0.490039024673744 0.904655595784225 0.230780476520426 0.367014469371393 0.660661401313597 1.46646938840806 0.181269418234981 0.347887404542452
"114" 0.149248682567328 0.578597912284134 0.45427777775725 0.993036537097809 0.280873289270964 0.400032718497866 0.727822535255333 1.21283403197645 0.233661475774709 0.253002374667352
"115" 0.19556425728638 0.523641449110501 0.432280085250833 0.847288084825772 0.281315034991114 0.386695619651944 0.901249680160819 0.895455633420429 0.46244660000919 0.265305333971036
"116" 0.170262645818688 0.645724546859843 0.429303717558389 0.962344508989416 0.348222503112848 0.272521504993798 0.752646248371566 0.502607305629378 0.755301730734166 0.274071554995248
"117" 0.254551005553873 0.549975541463442 0.575379580061211 0.6778670714574 0.413445620094106 0.496633209956416 0.835337051438786 0.471878280935241 0.770377334112404 0.288562291829254
"118" 0.263715221504641 0.523448404292008 0.519113087153084 0.639839907568757 0.333844557562427 0.478200441353911 0.947760233524114 0.480112393784332 0.498911598111595 0.273507791837147
"119" 0.313065399476191 0.564717257569619 0.479607991683394 0.688289735802734 0.311173044319684 0.457909600380406 1.08711340958158 0.467269158707664 0.388119796938097 0.258513187461759
"120" 0.264857047884239 0.641985749440212 0.598334364774987 0.926662807075645 0.355123548207881 0.54133606194079 1.26767407324457 0.432224027645311 0.270528551738413 0.259565103578444
"121" 0.265726459938573 0.590222287403189 0.583610875941913 0.954508268304131 0.348162078866842 0.478206479527909 1.28014745538972 0.426612488913364 0.109610562587326 0.279997310021623
"122" 0.176153168489469 0.59320173791364 0.701729481387095 0.869371766140657 0.287216338307861 0.576522590207174 1.12069151191674 0.560849222791526 0.140396328234609 0.289913258504718
"123" 0.237655859494374 0.669451250125883 0.710373441470232 1.08848057372501 0.230469894573075 0.519461192441041 1.03798022194379 0.478578967145811 0.0663444015878624 0.59524012034385
"124" 0.28233917209742 0.557562632047234 0.750079739474689 1.02911813153421 0.208465726652837 0.594021682137348 1.0549625695726 0.741752361172308 0.124447621862598 0.406145241662103
"125" 0.234867360195055 0.52398181294696 0.763731261854494 0.941679439576501 0.187211044986872 0.52039214260765 1.01807063221167 0.696598614370531 0.150148768922701 0.383602442673415
"126" 0.223850869776479 0.53506290641223 0.735635808391491 0.958778793785298 0.160616283614129 0.48260584130695 0.955447211974151 0.646332532261984 0.0734378047382408 0.346900748164055
"127" 0.196623327009968 0.538260820964645 0.900471360597267 0.864781004464724 0.180604366591978 0.49917827456468 0.947734630923051 0.707150728102463 0.1291234290252 0.306245613624585
"128" 0.219366317716359 0.513732838671665 0.909330783887944 0.877320161234084 0.175640060067097 0.56184174212825 0.931704895323542 0.739434605366619 0.139219828204538 0.254235971499824
"129" 0.249580300335807 0.560250257978638 0.917892704521816 1.04022057325837 0.224286992482251 0.55457755757246 1.04601380604381 0.996002486320238 0.226831267944844 0.255493790987611
"130" 0.271397568065027 0.673906801563013 1.32715392696198 0.92379805235826 0.279588849452025 0.567673626831871 1.13646726519361 0.963778272270648 0.542475671423055 0.263615197051824
"131" 0.305086623858624 0.74665204485832 1.51675671501045 1.13550765806666 0.380120869448312 0.609057431723683 1.37376529017123 1.52366058070175 0.743210743814277 0.287161372825108
"132" 0.328381766094526 0.862300493693269 1.72293227329647 1.2088224717652 0.435181949338752 0.752292005005563 1.32572808426357 1.68518139583021 1.29273162832977 0.700887545943569
"133" 0.358830213871508 1.58965139065526 1.73735024274344 1.69510236036913 0.5978176031177 0.813058107092405 1.53232015396449 1.78407608295204 0.838545934950861 0.850895536443681
"134" 0.400017500824684 1.63449218988524 2.44886057438484 1.52833962845102 0.80282472002528 0.81318787496453 1.54576200557333 1.80493323226951 1.15943643825134 0.816314973675784
"135" 0.391196917031904 1.39638386774218 2.42146684272518 1.60501394463195 0.834134387643748 0.848441898818889 1.4777255243186 1.68997531648151 0.884272807283253 0.908266769720348
"136" 0.433994497414674 1.72519555912 2.21456518436701 1.56803623959637 0.712860247522474 0.91072741902912 1.4013424180059 1.51141607669334 0.898965336562502 0.926943922378361
"137" 0.427348424315929 1.38727968629961 1.9775345837888 1.6332334417874 0.663331749242069 0.847188939141863 1.21484240384931 1.45397935235364 0.442207018446586 0.961904629760842
"138" 0.441173587725581 1.17759756480289 1.93730458094575 1.41284514409963 0.713959789813822 0.800504898212886 1.20151877686311 1.29580411927543 0.670336646983691 0.850655139827545
"139" 0.414441619368674 1.05167483365273 1.81561652914319 1.25246271510634 0.793899586589578 0.783594474812621 1.13667755285528 1.20364217790535 0.473196793857131 0.774090144070695
"140" 0.409764483189608 1.02215407499002 1.57112967578979 0.826383817223695 0.669369483707368 0.689251405729619 1.16006175733623 1.02369931047532 0.649698796436331 0.729695263959148
"141" 0.392736707149613 0.937618091839031 1.44398384037127 0.810638102675606 0.529301533708693 0.607083959576871 1.05718053124473 1.06171081956478 0.466267316334276 0.623552565437727
"142" 0.378764757974825 0.747278559161235 1.34625978602072 0.796525287222782 0.507771101829111 0.560836346806093 1.05670431062932 1.05736134897641 0.443133180714082 0.423390976902422
"143" 0.383744383401295 0.756230835771982 1.43707656107077 0.854991822553645 0.481231743941542 0.527781210489513 1.02847916122135 0.971227451018393 0.393506909001444 0.223309690658052
"144" 0.377054593682757 0.814518892385492 1.43157714465325 0.717341319454093 0.468688390476316 0.398540696280394 0.959680251091714 1.12029600036653 0.295361641678838 0.164852718420417
"145" 0.173051286690722 0.561122318805427 1.24129757083748 0.695600609032868 0.229752571806551 0.325377766330228 0.639392863620224 0.319910541206494 0.134496159415091 0.0986834030765221
"146" 0.125072323106729 0.574096301781096 1.00933136570172 0.512309594830847 0.180467864230523 0.2709133548098 0.576544312106827 0.261537914284023 0.116677022747162 0.0984837958532595
"147" 0.0991017817723421 0.592276682168223 0.867924946060995 0.402827142965126 0.138244302495266 0.240549925132189 0.535105591134142 0.251024914425156 0.146140818406024 0.0987133626780671
"148" 0.0791434630959136 0.598261177002202 0.748504605051687 0.423514146322582 0.123028095368028 0.196842545325922 0.486580628847649 0.224589069965996 0.108899558329377 0.111575635060564
"149" 0.0619535777199541 0.563667721413253 0.634163308794672 0.321011939340406 0.114497272497741 0.156715748410083 0.458018865401219 0.183722507189604 0.0879002715304201 0.128104169376313
"150" 0.0563330113823749 0.574485970733563 0.50310680938961 0.339274784367306 0.0920128257394776 0.152331275553309 0.442964755077808 0.161513067378906 0.0753047358849316 0.131094561604418
"151" 0.0450388469290218 0.539721915861805 0.421060606322932 0.251137453087648 0.0957444696247968 0.145321154918642 0.417504440097073 0.146332079427405 0.0662268961228311 0.121591758140194
"152" 0.0480893936951329 0.491198759388798 0.362799477698739 0.244046232919632 0.0937115272314794 0.12928817541781 0.420106616897306 0.147244176754298 0.082312932093009 0.107362891295828
"153" 0.0412602711736522 0.415041260680026 0.311809370241275 0.23055695639573 0.0959515623941637 0.116550127913137 0.415865008211673 0.154741753043309 0.0574003318099264 0.129501870821487
"154" 0.0489125038114117 0.444035513789523 0.290608425918619 0.208681842413873 0.105058254876131 0.131281720819458 0.411381488128669 0.157754158935571 0.0516805538692908 0.168144627699411
"155" 0.0466678428012251 0.45820572097962 0.282716999314856 0.272943318212372 0.102786473318806 0.135994548078442 0.431622102842453 0.191500361720318 0.0595094350872327 0.183612507675586
"156" 0.0578394439661086 0.468655508616545 0.292609228380542 0.289171281058757 0.129375730714967 0.142630609790249 0.440449922078127 0.251408696149917 0.0439295029957204 0.236208959524062
"157" 0.0600703824390103 0.481248552177752 0.314326914744595 0.470406678167732 0.155826560802189 0.156865084758757 0.474783115233232 0.340896114562754 0.049656575751525 0.282901167906454
"158" 0.0766050352773011 0.502298697867841 0.34796113291284 0.495311416703428 0.193909780401364 0.189178605516696 0.498547251773403 0.503480024580807 0.0565768049568727 0.300840319069898
"159" 0.0858409370081577 0.47355592493414 0.380109742471333 0.69053225338654 0.204800077616282 0.212526180355345 0.522936496759592 0.64002298158707 0.0512982239053294 0.486449231527106
"160" 0.104655180763016 0.510602637532366 0.410191918208203 0.837355101997009 0.241699610861011 0.263178000813072 0.558697206642542 0.917408105364468 0.0700036163493217 0.451754287949322
"161" 0.12472923679355 0.614453731082 0.535772826184388 1.2222715739264 0.194534976806534 0.289179661193597 0.60043281623431 1.22277333856768 0.147668528884128 0.475660112291781
"162" 0.169095373416482 0.673933613391541 0.47473618677706 1.18620714710644 0.3263268949548 0.341408282567855 0.641932802186767 0.898210155445632 0.213896480607575 0.238612579418568
"163" 0.214408713686975 0.510574104250373 0.460033479212175 1.19190652794028 0.362182367305309 0.389689052479225 0.68898611277575 0.615970898667557 0.471483508468275 0.22850994560808
"164" 0.264851497801968 0.482605449178073 0.540438022816959 1.05356750902544 0.421585165081972 0.394990466238134 0.699184954303969 0.592383767895385 0.828677011183384 0.223393422190054
